product,base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,rate_kg_per_hr,cost_usd_per_kg,price_usd_per_kg,ebit_per_kg,ebit_per_hr,kg_produced
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.7668009899497237,0.7761480595519759,1.6671343148693072,0.8909862553173313,0.683209142608927,1408.6527018565787
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.4734954585825658,0.676462271339289,2.116224251606953,1.4397619802676638,0.6817207590965805,2276.269236961564
TirChoFruDilOli,Tiramisu,Chocolate Outer,Fruit Punch,Dill Pickle,Olive,0.493830270343383,0.48743496426588523,1.867847181142801,1.3804122168769157,0.6816893382456359,2182.4370324174542
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.3812361808616817,0.5992432417067973,2.38467498495335,1.7854317432465527,0.6806711789845304,2822.7744637979886
TirJelBirHazSla,Tiramisu,Jelly Filled,Birch Beer,Hazelnut,Slate,0.6411059020149722,0.6250212352854828,1.6823351835782194,1.0573139482927365,0.6778502125332265,1671.6174251675225
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.5381906595696432,0.7765359422968272,2.034872755758755,1.258336813461928,0.677225119597838,1989.4353493673507
TirChoButRocTif,Tiramisu,Chocolate Outer,Butter Toffee,Rock and Rye,Tiffany,1.0125656423668286,1.2074883002742054,1.8759383754032934,0.668450075129088,0.6768495797132399,1056.822143739423
TirJelBirHazSla,Tiramisu,Jelly Filled,Birch Beer,Hazelnut,Slate,0.7608033979619899,0.794406314210611,1.6823351835782194,0.8879288693676084,0.6755393009634243,1403.8189628926016
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.7656934870958921,0.7873717676276719,1.6671343148693072,0.8797625472416353,0.6736284526138122,1390.9079761536577
TirCanChoLemWhi,Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.8061838865413833,1.421329372130916,2.255068204131625,0.8337388320007091,0.6721468119428051,1318.1443050681612
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.3942325430174667,0.6823487469913323,2.38467498495335,1.7023262379620177,0.6711124018371234,2691.3843398094627
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.5348199608861983,0.7819898391579487,2.034872755758755,1.2528829166008064,0.6700667924514293,1980.8127174207673
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.479900319984953,0.9934802135062453,2.38467498495335,1.3911947714471047,0.6676348159788591,2199.4842927287855
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.3716577342994387,0.589884370289424,2.38467498495335,1.7947906146639259,0.6670478133878917,2837.5708755604974
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.5307628040702235,0.7813759655437412,2.034872755758755,1.253496790215014,0.6653094712675455,1981.783253969554
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.5351428665114627,1.142236549285512,2.38467498495335,1.242438435667838,0.6648820659273044,1964.2999528321873
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.4515875591082659,0.6472844262844175,2.116224251606953,1.4689398253225354,0.6633549501943263,2322.3995223903316
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.5195703372645726,0.7673785454556694,2.034872755758755,1.2674942103030857,0.6585523943280673,2003.9132290487555
TirCanChoLemWhi,Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.6265055856288521,1.204801890930241,2.255068204131625,1.050266313201384,0.6579977116184885,1660.4750869396482
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.4110958876747389,0.786304514170866,2.38467498495335,1.598370470782484,0.6570835275194156,2527.029871446908
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.7307046644149041,0.7729630746009164,1.6671343148693072,0.8941712402683908,0.6533750960497731,1413.6881753331977
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.3615100282831973,0.5971477717929631,2.38467498495335,1.787527213160387,0.6462090133865963,2826.087409803795
TirCanButManTif,Tiramisu,Candy Outer,Butter Pecan,Mango,Tiffany,0.6514939919333653,1.207481636790534,2.195318949624385,0.9878373128338507,0.643570074318854,1561.7745968736028
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.5092459707072796,0.776674966331717,2.034872755758755,1.2581977894270382,0.6407321546185255,1989.2155518326506
TirChoFruDilOli,Tiramisu,Chocolate Outer,Fruit Punch,Dill Pickle,Olive,0.5204617352648404,0.6374949550918596,1.867847181142801,1.2303522260509414,0.6403512545574321,1945.1916088701553
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.4634815118114223,0.7409842741942885,2.116224251606953,1.3752399774126645,0.637398303834728,2174.259701900305
TirChoButRocTif,Tiramisu,Chocolate Outer,Butter Toffee,Rock and Rye,Tiffany,0.5781865185679067,0.7814846507841052,1.8759383754032934,1.0944537246191883,0.632798388771247,1730.3355546070977
TirChoFruDilOli,Tiramisu,Chocolate Outer,Fruit Punch,Dill Pickle,Olive,0.5220292149600246,0.6562041678210024,1.867847181142801,1.2116430133217986,0.6325130510561772,1915.612271474956
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.4942412092693981,0.7623671278330224,2.034872755758755,1.2725056279257327,0.6289247203481289,2011.8362996148207
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.5060664211118557,0.8738450718443748,2.116224251606953,1.2423791797625783,0.6287263851663308,1964.20626901771
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.3500727647277745,0.5927047989194083,2.38467498495335,1.7919701860339416,0.6273199573346463,2833.111767031819
TirCanCheLemTau,Tiramisu,Candy Outer,Cherry Cola,Lemon,Taupe,0.9084081446214628,1.67602089383678,2.363903316294113,0.6878824224573332,0.6248779951021833,1087.5447597214156
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.6837499152567212,0.7582287929630405,1.6671343148693072,0.9089055219062667,0.6214640735797758,1436.9831313611305
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.5663901105469797,1.0216332235573113,2.116224251606953,1.0945910280496416,0.6199655333807687,1730.5526318595557
TirCanChoCucBur,Tiramisu,Candy Outer,Chocolate Mint,Cucumber,Burgundy,0.523524101417845,0.8041974481237796,1.9883349130043346,1.1841374648805552,0.6199245022567976,1872.1258934342477
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.5385250511857962,0.9673089922383727,2.116224251606953,1.14891525936858,0.6187196488596068,1816.439450839103
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.4053012702878874,0.5896682520403329,2.116224251606953,1.52655599956662,0.6187150857899468,2413.4909158155456
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.4764248666613845,1.0943382108387794,2.38467498495335,1.2903367741145706,0.6147485255558153,2040.0274104273665
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.6764727543785136,0.7589975828424307,1.6671343148693072,0.9081367320268765,0.6143297564665233,1435.7676716003316
TirChoButRocTif,Tiramisu,Chocolate Outer,Butter Toffee,Rock and Rye,Tiffany,0.5507319426364101,0.7620554003475107,1.8759383754032934,1.1138829750557826,0.6134509347220951,1761.0532743914605
TirCanChoLemWhi,Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.5231073287427068,1.083053583300986,2.255068204131625,1.172014620830639,0.6130894375501119,1852.959630292491
TirChoButRocTif,Tiramisu,Chocolate Outer,Butter Toffee,Rock and Rye,Tiffany,0.5541185909994814,0.7728935446628156,1.8759383754032934,1.1030448307404779,0.611217647419175,1743.9181264789622
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.4344230955257423,0.9805907386164442,2.38467498495335,1.4040842463369057,0.6099666246726074,2219.8626021815658
TirCanButManTif,Tiramisu,Candy Outer,Butter Pecan,Mango,Tiffany,0.7425261350305012,1.3739570764219267,2.195318949624385,0.8213618732024581,0.6098826571704339,1298.5762855304029
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.4093148039551648,0.6277865243861662,2.116224251606953,1.4884377272207867,0.6092395965168473,2353.225780400029
TirJelBirHazSla,Tiramisu,Jelly Filled,Birch Beer,Hazelnut,Slate,0.6682781391935861,0.7711517289992018,1.6823351835782194,0.9111834545790176,0.6089239834900494,1440.5845516916552
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.6775052731520927,0.7700821899711542,1.6671343148693072,0.897052124898153,0.6077575449107884,1418.24286503041
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.4198868809912268,0.6716455069160375,2.116224251606953,1.4445787446909155,0.6065596634544902,2283.8845600695545
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.6728794350929971,0.7705618317847528,1.6671343148693072,0.8965724830845544,0.6032851859378606,1417.4845494754652
TirCanChoCucBur,Tiramisu,Candy Outer,Chocolate Mint,Cucumber,Burgundy,0.5000952801710714,0.7832631697249123,1.9883349130043346,1.2050717432794222,0.6026506910815641,1905.2230682245358
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.3310420951051312,0.5655998496288657,2.38467498495335,1.8190751353244843,0.6021904439514674,2875.964796272107
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.4099330475137342,0.9173786125466673,2.38467498495335,1.4672963724066825,0.6014932735465185,2319.8012169995645
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.4022477996517991,0.6282062946680496,2.116224251606953,1.4880179569389034,0.5985519490210394,2352.5621219673594
TirJelWinFuzSla,Tiramisu,Jelly Filled,Wintergreen,Fuzzy Navel,Slate,0.6893843836173115,1.210141811243147,2.0780750491848314,0.8679332379416844,0.5983396202594055,1372.205792582332
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.6660631251729,0.773419310860673,1.6671343148693072,0.8937150040086342,0.5952706085839018,1412.9668640490386
TirChoFruDilOli,Tiramisu,Chocolate Outer,Fruit Punch,Dill Pickle,Olive,0.4564408002155903,0.5657197623917211,1.867847181142801,1.30212741875108,0.594344080997404,2058.66846501685
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.5621886333979035,1.0593019886811896,2.116224251606953,1.0569222629257633,0.5941896826020545,1670.9981690935128
TirCanCheLemTau,Tiramisu,Candy Outer,Cherry Cola,Lemon,Taupe,1.2746546429620242,1.898254006698942,2.363903316294113,0.46564930959517126,0.5935420544675462,736.1933522142508
TirChoButRocTif,Tiramisu,Chocolate Outer,Butter Toffee,Rock and Rye,Tiffany,0.5382477219731401,0.7789814672599815,1.8759383754032934,1.096956908143312,0.5904345569108367,1734.2930974013395
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.6564200537967773,0.7726895140372343,1.6671343148693072,0.8944448008320729,0.587131504280437,1414.1206756381714
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.6497700988466008,0.7654393637351191,1.6671343148693072,0.9016949511341881,0.5858944175279422,1425.5831911943776
TirJelWinFuzSla,Tiramisu,Jelly Filled,Wintergreen,Fuzzy Navel,Slate,0.6838710888501803,1.221558425434749,2.0780750491848314,0.8565166237500825,0.5857469561022491,1354.1560815670632
TirCanButManTif,Tiramisu,Candy Outer,Butter Pecan,Mango,Tiffany,0.6997320657985255,1.3606397927690788,2.195318949624385,0.834679156855306,0.5840517707053348,1319.6309622855379
TirChoFruDilOli,Tiramisu,Chocolate Outer,Fruit Punch,Dill Pickle,Olive,0.4547340439914736,0.5851285977160795,1.867847181142801,1.2827185834267216,0.5832958087446475,2027.9830216035737
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.4636138039997231,0.7799151949953433,2.034872755758755,1.2549575607634118,0.5818156486037389,1984.0927378336569
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.4614935856000334,0.7748779958809932,2.034872755758755,1.2599947598777619,0.5814794995732414,1992.0565690374185
TirChoFruDilOli,Tiramisu,Chocolate Outer,Fruit Punch,Dill Pickle,Olive,0.5298975572278504,0.7754948958301485,1.867847181142801,1.0923522853126526,0.5788348076194345,1727.0131709684356
TirCanButManTif,Tiramisu,Candy Outer,Butter Pecan,Mango,Tiffany,0.6348217212419216,1.2842942094534235,2.195318949624385,0.9110247401709612,0.578338293649304,1440.3336236011287
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.4549958121939736,0.7676404565618272,2.034872755758755,1.267232299196928,0.5765853892115429,2003.499146581003
TirJelWinFuzSla,Tiramisu,Jelly Filled,Wintergreen,Fuzzy Navel,Slate,0.6593955998039633,1.207264547413024,2.0780750491848314,0.8708105017718075,0.5742086131314112,1376.754757781367
TirCanButManTif,Tiramisu,Candy Outer,Butter Pecan,Mango,Tiffany,0.6865883402246746,1.3605166150373378,2.195318949624385,0.834802334587047,0.5731655493198041,1319.8257067539178
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.453020294676471,0.7697910705725377,2.034872755758755,1.2650816851862174,0.5731076778128668,2000.099017545613
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.4281439561961199,0.7811459393837032,2.116224251606953,1.3350783122232497,0.5716057104269007,2110.76395452766
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.636000056939497,0.770516968150107,1.6671343148693072,0.8966173467192002,0.570248683566352,1417.5554790546612
TirJelWinFuzSla,Tiramisu,Jelly Filled,Wintergreen,Fuzzy Navel,Slate,0.6499094490932036,1.2016223881972516,2.0780750491848314,0.8764526609875798,0.5696148660587103,1385.6750332358654
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.3832862272456,0.6373521832367883,2.116224251606953,1.4788720683701646,0.5668312956644974,2338.1024369089805
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.4471640579218863,0.7676049737166131,2.034872755758755,1.267267782042142,0.5666766038916328,2003.5552450959713
TirChoButRocTif,Tiramisu,Chocolate Outer,Butter Toffee,Rock and Rye,Tiffany,0.8523602887532742,1.2112989405743135,1.8759383754032934,0.6646394348289799,0.5665122605876423,1050.7975067458488
TirChoButRocTif,Tiramisu,Chocolate Outer,Butter Toffee,Rock and Rye,Tiffany,0.5113678182653296,0.7685430619384138,1.8759383754032934,1.1073953134648797,0.5662863254037863,1750.796256424891
TirCanButManTif,Tiramisu,Candy Outer,Butter Pecan,Mango,Tiffany,0.6015381398044921,1.2579431169631794,2.195318949624385,0.9373758326612054,0.5638673146767084,1481.9948023361862
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.4436785261680868,0.7708794423065245,2.034872755758755,1.2639933134522305,0.5608066903988022,1998.378297641624
TirCanChoCucBur,Tiramisu,Candy Outer,Chocolate Mint,Cucumber,Burgundy,0.4666520773577959,0.7873932296642283,1.9883349130043346,1.2009416833401063,0.560421931316229,1898.6934275509263
TirCanChoLemWhi,Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.5508325198480896,1.239440999593168,2.255068204131625,1.0156272045384571,0.5594404923021894,1605.710522709017
TirCanChoCucBur,Tiramisu,Candy Outer,Chocolate Mint,Cucumber,Burgundy,0.49157200593152,0.8507137819090639,1.9883349130043346,1.1376211310952709,0.559222701402587,1798.5833905324876
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.3885926328776956,0.6793230183760126,2.116224251606953,1.4369012332309403,0.5583692334064189,2271.7463848765183
TirChoButRocTif,Tiramisu,Chocolate Outer,Butter Toffee,Rock and Rye,Tiffany,0.5017309271695884,0.7631215325336942,1.8759383754032934,1.1128168428695993,0.5583346263428982,1759.367715298219
TirChoFruDilOli,Tiramisu,Chocolate Outer,Fruit Punch,Dill Pickle,Olive,0.44833471913488543,0.6257374150569053,1.867847181142801,1.2421097660858957,0.5568809331128183,1963.7803249570568
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.6293232604752093,0.7825092500372366,1.6671343148693072,0.8846250648320706,0.556715130098212,1398.5956351952132
TirChoFruDilOli,Tiramisu,Chocolate Outer,Fruit Punch,Dill Pickle,Olive,0.3968639328529036,0.46537717251746363,1.867847181142801,1.4024700086253374,0.5565897633312971,2217.310486141314
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.5169025759873804,1.0397426253090183,2.116224251606953,1.0764816262979346,0.556436125636487,1701.9215979302357
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.3494443727744241,0.524539492221115,2.116224251606953,1.591684759385838,0.5562052823981943,2516.459735974544
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.42025553679035615,0.794572446804345,2.116224251606953,1.3216518048026078,0.555431488677263,2089.536594574898
TirChoFruDilOli,Tiramisu,Chocolate Outer,Fruit Punch,Dill Pickle,Olive,0.3965198664533869,0.4696720052595774,1.867847181142801,1.3981751758832237,0.5544042340196565,2210.5203390317542
TirCanCheLemTau,Tiramisu,Candy Outer,Cherry Cola,Lemon,Taupe,0.8564272989709295,1.7166608374722123,2.363903316294113,0.6472424788219009,0.5543161279166896,1023.2928522832232
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.44036670313433096,0.7762673187057638,2.034872755758755,1.2586054370529913,0.5542479268619696,1989.8600442995964
TirChoFruDilOli,Tiramisu,Chocolate Outer,Fruit Punch,Dill Pickle,Olive,0.48941682698748706,0.7436686949751546,1.867847181142801,1.1241784861676463,0.5501918676677661,1777.330517119022
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.3295834668335879,0.4501602210136894,2.116224251606953,1.6660640305932635,0.5491071591696687,2634.0536502725226
TirChoVanLemRos,Tiramisu,Chocolate Outer,Vanilla,Lemon,Rose,0.4342453477274423,0.7715290852546794,2.034872755758755,1.2633436705040757,0.5486011114973056,1997.3512096380784
TirCanBirMojOpa,Tiramisu,Candy Outer,Birch Beer,Mojito,Opal,0.6055595046479652,0.7626876416273662,1.6671343148693072,0.904446673241941,0.5476962794288898,1429.9336744467416
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.4378600716562998,1.1345161356142799,2.38467498495335,1.25015884933907,0.5473946433533625,1976.5059565864856
TirCanButManTif,Tiramisu,Candy Outer,Butter Pecan,Mango,Tiffany,0.7946623750516919,1.5090268707194237,2.195318949624385,0.6862920789049611,0.5453704934017796,1085.0304204388963
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.32822053954528,0.723950856062721,2.38467498495335,1.660724128890629,0.5450837696203474,2625.611245110632
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.3260055155980572,0.44840323881847854,2.116224251606953,1.6678210127884743,0.5437188491993805,2636.8314458912846
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.497440908411645,1.0261390957140133,2.116224251606953,1.0900851558929396,0.5422529501934336,1723.4288306225794
TirJelWinFuzSla,Tiramisu,Jelly Filled,Wintergreen,Fuzzy Navel,Slate,0.63235764949097,1.222797042600758,2.0780750491848314,0.8552780065840735,0.540841589904827,1352.1978230562818
TirJelDilTofSla,Tiramisu,Jelly Filled,Dill Pickle,Toffee,Slate,0.3009885896807271,0.588292178826471,2.38467498495335,1.796382806126879,0.5406907273428363,2840.0881363967637
TirChoButRocTif,Tiramisu,Chocolate Outer,Butter Toffee,Rock and Rye,Tiffany,0.4900606581662457,0.7728711775234139,1.8759383754032934,1.1030671978798794,0.5405698369946101,1743.9534890125174
TirCanChoLemWhi,Tiramisu,Candy Outer,Chocolate Mint,Lemon,White,0.4660030857635406,1.095732539285669,2.255068204131625,1.159335664845956,0.5402539972539414,1832.9141520396495
TirCanCheLemTau,Tiramisu,Candy Outer,Cherry Cola,Lemon,Taupe,0.8500763582905794,1.72902513552441,2.363903316294113,0.6348781807697033,0.5396949318668575,1003.744849433746
TirJelWinFuzSla,Tiramisu,Jelly Filled,Wintergreen,Fuzzy Navel,Slate,0.622636477822772,1.2114569591789697,2.0780750491848314,0.8666180900058618,0.5395880351787478,1370.1265386296682
TirChoDilTutOpa,Tiramisu,Chocolate Outer,Dill Pickle,Tutti Frutti,Opal,0.4385928810187587,0.8880490346935939,2.116224251606953,1.228175216913359,0.5386689067818691,1941.7497490375033
